title,country,mbfc_page,bias_raw,Factual,Ideology,url
Canadaland,,leftcenter,leftcenter05,High,LC,http://www.canadalandshow.com
Caribbean Life News,USA,leftcenter,leftcenter05,High,LC,https://www.caribbeanlifenews.com/
Capital Gazette,USA,leftcenter,leftcenter06,High,LC,https://www.capitalgazette.com/
Carnegie Endowment for International Peace (CEIP),USA,leftcenter,leftcenter06,High,LC,https://carnegieendowment.org/
Carolina Public Press,,leftcenter,leftcenter06,High,LC,http://carolinapublicpress.org/
CBC News (Canadian Broadcasting),Canada,leftcenter,leftcenter06,High,LC,https://www.cbc.ca/news
Catch News,India,leftcenter,leftcenter04,MostlyFactual,LC,http://www.catchnews.com
Center for Advanced Defense Studies,USA,leftcenter,leftcenter09,High,LC,https://c4ads.org/
CBS Boston – WBZ TV,USA,leftcenter,leftcenter09,High,LC,https://boston.cbslocal.com/
CBS News,USA,leftcenter,leftcenter06,High,LC,https://www.cbsnews.com
Center for Global Development,USA,leftcenter,leftcenter05,High,LC,https://www.cgdev.org/
Center for Inquiry,USA,leftcenter,leftcenter07,High,LC,https://centerforinquiry.org
Center for International Policy,USA,leftcenter,leftcenter03,High,LC,https://www.internationalpolicy.org/
Center for a New American Security,USA,leftcenter,leftcenter10,High,LC,https://www.cnas.org/
Center for Popular Democracy,,leftcenter,leftcenter02,High,LC,http://populardemocracy.org/
Center for Public Integrity,USA,leftcenter,leftcenter04,High,LC,https://www.publicintegrity.org/
The Center on Budget and Policy Priorities,,leftcenter,leftcenter08,High,LC,http://www.cbpp.org/
Charleston Gazette Mail,,leftcenter,leftcenter08,High,LC,https://www.wvgazettemail.com/
Channel 4 News (UK),UK,leftcenter,leftcenter03,High,LC,https://www.channel4.com/news/
Central News Agency (CNA) / Focus Taiwan,Taiwan,leftcenter,leftcenter10,High,LC,http://focustaiwan.tw/
Charlotte Observer,USA,leftcenter,leftcenter06,High,LC,https://www.charlotteobserver.com
Chicago Sun Times,USA,leftcenter,leftcenter05,High,LC,https://chicago.suntimes.com/
The China Africa Project (CAP),Unknown,leftcenter,leftcenter06,High,LC,https://chinaafricaproject.com/
Cheddar,USA,leftcenter,leftcenter10,High,LC,https://cheddar.com
Citizen Truth,USA,leftcenter,leftcenter05,High,LC,https://citizentruth.org
Citizens for Tax Justice,USA,leftcenter,leftcenter06,MostlyFactual,LC,https://ctj.org/
Citizens for Responsibility and Ethics in Washington (CREW),,leftcenter,leftcenter03,High,LC,https://www.citizensforethics.org
CityLab,USA,leftcenter,leftcenter04,High,LC,https://www.bloomberg.com/citylab
Clean Technica,,leftcenter,leftcenter09,Veryhigh,LC,https://cleantechnica.com/
City Pages,USA,leftcenter,leftcenter10,High,LC,http://www.citypages.com/
Clarion Ledger,USA,leftcenter,leftcenter07,High,LC,https://www.clarionledger.com/
Colombia Reports,,leftcenter,leftcenter06,Mixed,LC,https://colombiareports.com
CNBC,USA,leftcenter,leftcenter06,MostlyFactual,LC,https://www.cnbc.com/
Committee to Investigate Russia,USA,leftcenter,leftcenter09,High,LC,https://investigaterussia.org
Columbia Journalism Review,USA,leftcenter,leftcenter04,High,LC,https://www.cjr.org/
Commonweal Magazine,,leftcenter,leftcenter08,High,LC,https://www.commonwealmagazine.org
Common Cause,,leftcenter,leftcenter06,High,LC,https://www.commoncause.org
Commonwealth Fund,USA,leftcenter,leftcenter03,High,LC,https://www.commonwealthfund.org/
Connecticut Post,USA,leftcenter,leftcenter07,High,LC,https://www.ctpost.com
Corpus Christi Caller Times,USA,leftcenter,leftcenter10,High,LC,https://www.caller.com
Consortium News,USA,leftcenter,leftcenter08,MostlyFactual,LC,https://consortiumnews.com/
Constitution Project,USA,leftcenter,leftcenter05,MostlyFactual,LC,https://constitutionproject.org/
Crosscut.com,USA,leftcenter,leftcenter05,High,LC,https://crosscut.com/
Council for the National Interest,,leftcenter,leftcenter04,High,LC,http://www.councilforthenationalinterest.org/
CT Mirror,USA,leftcenter,leftcenter01,High,LC,https://ctmirror.org/
Dawn,Pakistan,leftcenter,leftcenter06,High,LC,https://www.dawn.com/
Daily Mirror,UK,leftcenter,leftcenter01,Mixed,LC,https://www.mirror.co.uk
Daily Hampshire Gazette,USA,leftcenter,leftcenter05,High,LC,https://www.gazettenet.com
DCReport.org,USA,leftcenter,leftcenter01,High,LC,https://www.dcreport.org/
Deadline Hollywood,USA,leftcenter,leftcenter05,High,LC,https://deadline.com/
Deccan Herald,,leftcenter,leftcenter05,Mixed,LC,http://www.deccanherald.com/
Debunking Denialism,Sweden,leftcenter,leftcenter04,High,LC,https://debunkingdenialism.com
Democracy 21,,leftcenter,leftcenter02,High,LC,http://www.democracy21.org/
Delaware Online – The News Journal,,leftcenter,leftcenter09,High,LC,http://www.delawareonline.com/
Democrat and Chronicle,USA,leftcenter,leftcenter07,High,LC,https://www.democratandchronicle.com/
Delo,Slovenia,leftcenter,leftcenter08,MostlyFactual,LC,https://www.delo.si/
Demos,,leftcenter,leftcenter07,High,LC,http://www.demos.org
Denver Westword,USA,leftcenter,leftcenter01,High,LC,https://www.westword.com/
Denver Post,USA,leftcenter,leftcenter05,High,LC,https://www.denverpost.com/
Digg,,leftcenter,leftcenter09,High,LC,http://digg.com/
Detroit Free Press,USA,leftcenter,leftcenter06,High,LC,https://www.freep.com/
Diply,Canada,leftcenter,leftcenter06,Mixed,LC,https://diply.com/
Die Zeit,Germany,leftcenter,leftcenter09,High,LC,https://www.zeit.de/
Dutch Review,,leftcenter,leftcenter05,Mixed,LC,https://dutchreview.com/
DiversityInc,,leftcenter,leftcenter06,High,LC,http://www.diversityinc.com
Dutch Daily News,Netherlands,leftcenter,leftcenter06,MostlyFactual,LC,http://www.dutchdailynews.com/
DW News,Germany,leftcenter,leftcenter10,High,LC,http://www.dw.com/en/top-stories/s-9097
Earth Institute,USA,leftcenter,leftcenter09,High,LC,http://earth.columbia.edu/sections/view/9
East Bay Times,,leftcenter,leftcenter09,High,LC,https://www.eastbaytimes.com/
EarthJustice,USA,leftcenter,leftcenter01,High,LC,https://earthjustice.org
Econofact,USA,leftcenter,leftcenter09,High,LC,https://econofact.org/
Economics.Help,,leftcenter,leftcenter05,High,LC,https://www.economicshelp.org
Economic Policy Institute,USA,leftcenter,leftcenter05,High,LC,https://www.epi.org
Egyptian Streets,,leftcenter,leftcenter06,Mixed,LC,https://egyptianstreets.com/
El Pais,Spain,leftcenter,leftcenter10,High,LC,https://elpais.com/
Electronic Frontier Foundation,,leftcenter,leftcenter10,High,LC,https://www.eff.org/
El Paso Times,USA,leftcenter,leftcenter10,High,LC,https://www.elpasotimes.com/
Empty Wheel,,leftcenter,leftcenter03,High,LC,https://www.emptywheel.net/
Emerging Europe,UK,leftcenter,leftcenter09,MostlyFactual,LC,https://emerging-europe.com/about/
Engadget,,leftcenter,leftcenter06,High,LC,https://www.engadget.com/
Euractiv,Belgium,leftcenter,leftcenter02,Mixed,LC,https://www.euractiv.com/
Entertainment Weekly,USA,leftcenter,leftcenter08,High,LC,https://ew.com
Eurasia Review,USA,leftcenter,leastbiased02,High,C,https://www.eurasiareview.com/
EU Observer,Belgium,leftcenter,leftcenter07,High,LC,https://euobserver.com/
Exposing the Truth,,leftcenter,leftcenter08,High,LC,https://www.exposingtruth.com/
Facebook News,USA,leftcenter,leftcenter02,MostlyFactual,LC,https://www.facebook.com/news
Fairness & Accuracy in Reporting (FAIR),USA,leftcenter,leftcenter05,High,LC,http://fair.org/
Fast Company Magazine,USA,leftcenter,leftcenter07,High,LC,https://www.fastcompany.com/
Fact / Myth,USA,leftcenter,leftcenter09,High,LC,http://factmyth.com/
FairVote,USA,leftcenter,leftcenter09,High,LC,http://www.fairvote.org/
FiveThirtyEight,USA,leftcenter,leftcenter10,High,LC,https://fivethirtyeight.com/
Feminist Frequency,,leftcenter,leftcenter10,High,LC,https://feministfrequency.com/
Fight for the Future,,leftcenter,leftcenter04,,LC,https://www.fightforthefuture.org
Freakonomics Radio,USA,leftcenter,leftcenter07,High,LC,https://freakonomics.com/
Foreign Policy in Focus,USA,leftcenter,leftcenter08,High,LC,http://fpif.org/
France Info,France,leftcenter,leftcenter10,High,LC,https://www.francetvinfo.fr/
Fort Worth Weekly,,leftcenter,leftcenter04,High,LC,https://www.fwweekly.com/
Fresno Bee,USA,leftcenter,leftcenter07,High,LC,https://www.fresnobee.com/
Fusion,USA,leftcenter,leftcenter04,High,LC,https://fusion.tv/
Gay Star News,,leftcenter,leftcenter03,High,LC,https://www.gaystarnews.com/
Global Post,,leftcenter,leftcenter08,High,LC,http://www.pri.org/programs/globalpost
Global Citizen,USA,leftcenter,leftcenter07,High,LC,https://www.globalcitizen.org/en/
Global News,Canada,leftcenter,leftcenter10,High,LC,https://globalnews.ca/
Glamour Magazine,,leftcenter,leftcenter04,High,LC,http://www.glamour.com/
Global Real News,USA,leftcenter,leftcenter05,Mixed,LC,https://globalrealnews.com
Global Times (China),China,leftcenter,left10,Mixed,L,http://www.globaltimes.cn/
Global Risk Insights (GRI),,leftcenter,leftcenter11,High,LC,http://globalriskinsights.com
Gothamist,USA,leftcenter,leftcenter05,High,LC,https://gothamist.com/
Governing Magazine,,leftcenter,leftcenter10,High,LC,http://www.governing.com/
Government Accountability Project (GAP),USA,leftcenter,leftcenter05,High,LC,https://whistleblower.org/
Government Executive,USA,leftcenter,leftcenter09,High,LC,https://www.govexec.com/
Greensboro News and Record,USA,leftcenter,leftcenter07,High,LC,https://www.greensboro.com/
Google News,USA,leftcenter,leftcenter02,High,LC,https://news.google.com/
Greentech Media,,leftcenter,leftcenter06,High,LC,https://www.greentechmedia.com/
The Hartford Courant,USA,leftcenter,leftcenter06,,LC,http://www.courant.com/
Health Magazine,USA,leftcenter,leftcenter07,Mixed,LC,https://www.health.com/
Harper’s Magazine,USA,leftcenter,leftcenter09,High,LC,https://harpers.org
Grist,,leftcenter,leftcenter04,High,LC,http://grist.org/
Gun Violence Archive,USA,leftcenter,leftcenter10,High,LC,https://www.gunviolencearchive.org
HealthyWay,,leftcenter,leftcenter07,High,LC,https://www.healthyway.com
Harvard Political Review,USA,leftcenter,leftcenter09,High,LC,http://harvardpolitics.com/
Hindustan Times,India,leftcenter,leftcenter10,Mixed,LC,https://www.hindustantimes.com/
Heavy,USA,leftcenter,leftcenter10,High,LC,https://heavy.com
Highline,,leftcenter,leftcenter06,High,LC,http://highline.huffingtonpost.com
High Country News,USA,leftcenter,leftcenter05,High,LC,https://www.hcn.org
History News Network,USA,leftcenter,leftcenter06,High,LC,http://historynewsnetwork.org/
Helsinki Times,Finland,leftcenter,leftcenter05,High,LC,https://www.helsinkitimes.fi/
Helsingin Sanomat,Finland,leftcenter,leftcenter09,High,LC,https://www.hs.fi/
Human Rights Watch,,leftcenter,leftcenter10,High,LC,https://www.hrw.org/
Hollywood Reporter,USA,leftcenter,leftcenter08,High,LC,https://www.hollywoodreporter.com/
Honolulu Civil Beat,USA,leftcenter,leftcenter01,High,LC,https://www.civilbeat.org
Houston Chronicle,USA,leftcenter,leftcenter08,High,LC,https://www.houstonchronicle.com/
Humanium,,leftcenter,leftcenter05,High,LC,https://www.humanium.org
Honolulu Star Advertiser,USA,leftcenter,leftcenter09,High,LC,https://www.staradvertiser.com/
IceNews,Iceland,leftcenter,leftcenter06,MostlyFactual,LC,https://www.icenews.is/
Independent Australia,Australia,leftcenter,leftcenter03,High,LC,https://independentaustralia.net/
If Americans Knew,USA,leftcenter,leftcenter03,High,LC,http://ifamericaknew.org/
Inside Edition,USA,leftcenter,leftcenter09,High,LC,https://www.insideedition.com
Inquisitr,USA,leftcenter,leftcenter04,Mixed,LC,https://www.inquisitr.com/news/
Infobae,Argentina,leftcenter,leftcenter10,High,LC,https://www.infobae.com/
iNews,UK,leftcenter,leftcenter05,High,LC,https://inews.co.uk/
Inside Higher Ed,,leftcenter,leftcenter11,High,LC,https://www.insidehighered.com/
Insider,USA,leftcenter,leftcenter04,High,LC,https://www.insider.com/
Inside Philanthropy,USA,leftcenter,leftcenter05,High,LC,https://www.insidephilanthropy.com
InsideClimate News,USA,leftcenter,leftcenter04,High,LC,https://insideclimatenews.org/
Institute on Taxation and Economic Policy (ITEP),,leftcenter,leftcenter07,High,LC,https://itep.org/
Institute for Middle East Understanding (IMEU),USA,leftcenter,leftcenter06,High,LC,https://imeu.org
International Center for Research on Women,USA,leftcenter,leftcenter07,High,LC,https://www.icrw.org/
International Business Times,USA,leftcenter,leftcenter07,Mixed,LC,https://www.ibtimes.com/
Inverse,,leftcenter,leftcenter06,High,LC,https://www.inverse.com
iPolitics,,leftcenter,leftcenter08,High,LC,http://ipolitics.ca/
Jackson Free Press,USA,leftcenter,leftcenter05,High,LC,http://www.jacksonfreepress.com
(The) Interpreter Magazine,USA,leftcenter,leftcenter10,High,LC,http://www.interpretermag.com/
International Crisis Group,Belgium,leftcenter,leftcenter07,Veryhigh,LC,https://www.crisisgroup.org/
IRIN News,,leftcenter,leftcenter08,High,LC,http://www.irinnews.org/
Japan Today,Japan,leftcenter,leftcenter05,High,LC,https://www.japantoday.com/
Jihadica,USA,leftcenter,leftcenter09,High,LC,http://www.jihadica.com/
Joint Center for Political and Economic Studies,USA,leftcenter,leftcenter06,High,LC,https://jointcenter.org/
Kansas City Star,USA,leftcenter,leftcenter07,High,LC,https://www.kansascity.com
Journal of Politics and Society,USA,leftcenter,leftcenter10,Veryhigh,LC,http://www.helvidius.org/
JStor Daily,USA,leftcenter,leftcenter06,High,LC,http://daily.jstor.org/
Kenosha News,USA,leftcenter,leftcenter09,High,LC,https://www.kenoshanews.com/
Just Security,USA,leftcenter,leftcenter04,High,LC,https://www.justsecurity.org/
Knight Foundation,USA,leftcenter,leftcenter10,High,LC,https://www.knightfoundation.org/
KOCO News 5,,leftcenter,leftcenter11,High,LC,http://www.koco.com/
Kotaku,USA,leftcenter,leftcenter05,High,LC,https://kotaku.com
KQED,USA,leftcenter,leftcenter06,High,LC,https://www.kqed.org/
KMOV,,leftcenter,leftcenter09,High,LC,http://www.kmov.com/
Kurdistan 24,,leftcenter,leftcenter03,Mixed,LC,http://www.kurdistan24.net
KUOW NPR,USA,leftcenter,leftcenter08,High,LC,https://kuow.org/
Laconia Daily Sun,USA,leftcenter,leftcenter10,High,LC,https://www.laconiadailysun.com/
La Presse,Canada,leftcenter,leftcenter02,High,LC,http://www.lapresse.ca/
La Repubblica,Italy,leftcenter,leftcenter07,High,LC,https://www.repubblica.it/
La Stampa,Italy,leftcenter,leftcenter09,,LC,https://www.lastampa.it/
Kyiv Post,Ukraine,leftcenter,leftcenter03,Mixed,LC,https://www.kyivpost.com/
Las Vegas Sun,USA,leftcenter,leftcenter03,High,LC,https://lasvegassun.com
LA Times (Los Angeles Times),USA,leftcenter,leftcenter05,High,LC,https://www.latimes.com/
Latin Times,,leftcenter,leftcenter10,High,LC,http://www.latintimes.com/
Left Justified,,leftcenter,leftcenter09,High,LC,http://www.leftjustified.com/
Lethbridge Herald,,leftcenter,leftcenter06,High,LC,http://lethbridgeherald.com/
Lexington Herald Leader,,leftcenter,leftcenter08,High,LC,http://www.kentucky.com/
Lifehacker,,leftcenter,leftcenter08,High,LC,https://lifehacker.com/
Liberal Mountain,,leftcenter,leftcenter02,High,LC,http://www.liberalmountain.com/
LiveLeak,,leftcenter,leftcenter06,High,LC,https://www.liveleak.com/
Los Angeles Magazine,USA,leftcenter,leftcenter01,High,LC,https://www.lamag.com/
Maine Beacon,,leftcenter,leftcenter09,High,LC,http://mainebeacon.com/
Mainichi Shimbun,Japan,leftcenter,leftcenter06,High,LC,https://mainichi.jp
Maclean’s Magazine,Canada,leftcenter,leftcenter07,High,LC,https://www.macleans.ca
Manila Bulletin,Philippines,leftcenter,leftcenter02,Mixed,LC,https://mb.com.ph
Malaysiakini,Malaysia,leftcenter,leftcenter03,Mixed,LC,https://www.malaysiakini.com/
McClatchyDC,USA,leftcenter,leftcenter07,High,LC,http://www.mcclatchydc.com/
Maplight,USA,leftcenter,leftcenter06,High,LC,http://maplight.org/
MediaFile,,leftcenter,leftcenter06,High,LC,http://www.mediafiledc.com
Medium,USA,leftcenter,leftcenter07,Mixed,LC,https://medium.com/
New Haven Register,USA,leftcenter,leftcenter09,High,LC,https://www.nhregister.com/
Metro UK,UK,leftcenter,leftcenter04,Mixed,LC,http://metro.co.uk/
Metro,,leftcenter,leftcenter08,High,LC,http://www.metro.us/
Miami Herald,USA,leftcenter,leftcenter05,High,LC,https://www.miamiherald.com
Mic,,leftcenter,leftcenter05,High,LC,https://mic.com/
Mexico Daily News,Mexico,leftcenter,leftcenter05,High,LC,http://mexiconewsdaily.com/
Migration Policy Institute,USA,leftcenter,leftcenter08,High,LC,https://www.migrationpolicy.org
Milwaukee Journal Sentinel,USA,leftcenter,leftcenter09,High,LC,https://www.jsonline.com/
Minneapolis Star Tribune,USA,leftcenter,leftcenter06,High,LC,http://www.startribune.com/
Minnesota Public Radio (MPR),USA,leftcenter,leftcenter07,High,LC,https://www.mprnews.org/
Mongabay,,leftcenter,leftcenter06,High,LC,https://news.mongabay.com
Mint Press News,USA,leftcenter,leftcenter04,Mixed,LC,http://www.mintpressnews.com/
MinnPost,USA,leftcenter,leftcenter07,High,LC,https://www.minnpost.com
Monthly Review,,leftcenter,leftcenter04,High,LC,http://monthlyreview.org/
Mother Jones,USA,leftcenter,leftcenter01,High,LC,https://www.motherjones.com/
Moscow Times,Netherlands,leftcenter,leftcenter04,High,LC,https://themoscowtimes.com/
Mother Nature Network,,leftcenter,leftcenter03,High,LC,https://www.mnn.com
Mothership,Singapore,leftcenter,leftcenter03,Mixed,LC,https://mothership.sg
MSN.com (MSN News),USA,leftcenter,leftcenter09,High,LC,https://www.msn.com/
Muncie Voice,USA,leftcenter,leftcenter03,High,LC,http://www.muncievoice.com/
Mountain Democrat,,leftcenter,leftcenter10,High,LC,https://www.mtdemocrat.com
Naked Capitalism,,leftcenter,leftcenter06,High,LC,http://www.nakedcapitalism.com/
MWC News – Media With Conscience,Belize,leftcenter,leftcenter06,High,LC,http://mwcnews.net/
Naples Daily News,USA,leftcenter,leftcenter10,High,LC,https://www.naplesnews.com
National Monitor,,leftcenter,leftcenter03,High,LC,http://natmonitor.com/
National Observer (Canada),Canada,leftcenter,leftcenter03,High,LC,https://www.nationalobserver.com/
